end_of_period,loan_number,region,country_code,country,borrower,guarantor_country_code,guarantor,loan_type,loan_status,interest_rate,project_id,project_name_,original_principal_amount,cancelled_amount,undisbursed_amount,disbursed_amount,repaid_to_ibrd,due_to_ibrd,exchange_adjustment,borrower_s_obligation,sold_3rd_party,repaid_3rd_party,due_3rd_party,loans_held,first_repayment_date,last_repayment_date,agreement_signing_date,board_approval_date,effective_date_most_recent_,closed_date_most_recent_
2012-06-30,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2012-07-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2012-08-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2012-09-30,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,-0.01,-0.01,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2012-10-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.01,0.01,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2012-11-30,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.01,0.01,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2012-12-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,-0.01,-0.01,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2013-01-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2013-02-28,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2013-03-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2013-04-30,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2013-05-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2013-06-30,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,-0.01,-0.01,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2013-07-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2013-08-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2013-09-30,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2013-10-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2013-11-30,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2013-12-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.0,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.01,0.01,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2014-01-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2014-02-28,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2014-03-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,-0.01,-0.01,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2014-04-30,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.0,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,-0.01,-0.01,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2014-05-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.01,0.01,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2014-06-30,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2014-07-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2014-08-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2014-09-30,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2014-10-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,-0.01,-0.01,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2014-11-30,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2014-12-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NPL,Fully Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2015-01-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2015-02-28,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.01,0.01,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2015-03-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2015-04-30,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.0,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,-0.01,-0.01,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2015-05-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2015-06-30,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2015-07-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NPL,Fully Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2015-08-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,-0.01,-0.01,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2015-09-30,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2015-10-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.01,0.01,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2015-11-30,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,-0.01,-0.01,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2015-12-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2016-01-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2016-02-29,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2016-03-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2016-04-30,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2016-05-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2016-06-30,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2016-07-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2016-08-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,-0.01,-0.01,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2016-09-30,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2016-10-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Fully Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2016-11-30,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Fully Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.01,0.01,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2016-12-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Fully Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2017-01-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Fully Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2017-02-28,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Fully Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,-0.01,-0.01,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2017-03-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Fully Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2017-04-30,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Fully Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2017-05-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Fully Repaid,4.25,P037451,,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2017-06-30,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Fully Repaid,4.25,P037451,RECONSTRUCTION,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,-0.01,-0.01,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2017-07-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Fully Repaid,4.25,P037451,,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2017-08-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Fully Repaid,4.25,P037451,,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2017-09-30,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Fully Repaid,4.25,P037451,,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.01,0.01,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2017-10-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Fully Repaid,4.25,P037451,,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2017-11-30,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Fully Repaid,,P037451,,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2017-12-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Fully Repaid,4.25,P037451,,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.01,0.01,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2018-01-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Fully Repaid,4.25,P037451,,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2018-02-28,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Fully Repaid,4.25,P037451,,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2018-03-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Fully Repaid,4.25,P037451,,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2018-04-30,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Fully Repaid,4.25,P037451,,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,-0.01,-0.01,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2018-05-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Fully Repaid,4.25,P037451,,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2018-06-30,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Fully Repaid,4.25,P037451,,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2018-07-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Fully Repaid,4.25,P037451,,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2018-08-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Fully Repaid,4.25,P037451,,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2018-09-30,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Fully Repaid,4.25,P037451,,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2018-10-31,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Fully Repaid,4.25,P037451,,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.0,0.0,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
2018-11-30,IBRD00040,EUROPE AND CENTRAL ASIA,LU,Luxembourg,,,,NON POOL,Fully Repaid,4.25,P037451,,12000000.0,238016.98,0.0,11761983.02,1619983.02,0.0,0.01,0.01,10142000.0,10142000.0,0.0,0.0,1949-07-15,1972-07-15,1947-08-28,1947-08-28,1947-10-24,1949-03-31
